,Price,Street,City,Province,Bed,Bath,sqft
1772,499000,115-2351 Kennedy Road,Toronto,ON,1+1 bed,2 bath,1000-1199 sqft
1773,328800,104-5949 Yonge Street,Toronto,ON,1 bed,1 bath,600-699 sqft
1774,1198800,136 Orleans Drive,Toronto,ON,4 bed,3 bath,2000-2500 sqft
1775,1188000,519-77 Shuter Street,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1776,792000,601-39 Annie Craig Drive,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1777,829900,1107-70 Temperance Street,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1778,1095000,1802-825 Church Street,Toronto,ON,2+1 bed,2 bath,800-899 sqft
1779,699000,#106-2 Clairtrell Road,Toronto,ON,2 bed,2 bath,700-799 sqft
1780,2590000,897 Dundas Street W,Toronto,ON,3+1 bed,3 bath,1500-2000 sqft
1781,1335100,502-1316 Kingston Road,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1782,979000,PH1404-555 Wilson Avenue,Toronto,ON,2+1 bed,3 bath,1200-1399 sqft
1783,2990000,35 Bearwood Drive,Toronto,ON,5 bed,3 bath,
1784,1599000,66 Ruby Lang Lane,Toronto,ON,3 bed,3 bath,1500-2000 sqft
1785,799800,# 5-50 Silver Bell Grove,Toronto,ON,3 bed,3 bath,1000-1199 sqft
1786,699000,507-1250 Bridletowne Circle,Toronto,ON,3 bed,2 bath,1200-1399 sqft
1787,840000,317-825 Church Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1788,1388000,85 River Grove Drive,Toronto,ON,4+2 bed,4 bath,2000-2500 sqft
1789,1100000,91 Corbett Avenue,Toronto,ON,2+1 bed,2 bath,
1790,1439996,449 Logan Avenue,Toronto,ON,3 bed,3 bath,1500-2000 sqft
1791,634900,513-16 Brookers Lane,Toronto,ON,1 bed,1 bath,500-599 sqft
1792,1890000,61 Fairchild Avenue,Toronto,ON,4+1 bed,4 bath,
1793,960000,7303-88 Harbour Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1794,729999,1303-18 Yorkville Avenue,Toronto,ON,1 bed,1 bath,0-499 sqft
1795,2899000,52 Allister Avenue,Toronto,ON,5+5 bed,5 bath,3500-5000 sqft
1796,1028000,4808-8 Eglinton Avenue E,Toronto,ON,2 bed,2 bath,600-699 sqft
1797,749000,43-2059 Weston Road,Toronto,ON,3+1 bed,3 bath,1200-1399 sqft
1798,1300000,26 Elmsdale Road,Toronto,ON,2+2 bed,2 bath,
1799,720000,519-35 Bastion Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1800,1999000,26 Reiner Road,Toronto,ON,2+3 bed,2 bath,
1801,4995000,PH1001-25 Stafford Street,Toronto,ON,4 bed,3 bath,2750-2999 sqft
1802,599000,521-36 Blue Jays Way,Toronto,ON,1 bed,1 bath,500-599 sqft
1803,1999000,24 Reiner Road,Toronto,ON,2+1 bed,1 bath,
1804,795000,1811-197 Yonge Street,Toronto,ON,1 bed,1 bath,600-699 sqft
1805,849000,1503-5500 Yonge Street,Toronto,ON,2 bed,1 bath,700-799 sqft
1806,1749000,22 Monteith Street,Toronto,ON,3+2 bed,4 bath,2000-2500 sqft
1807,2488800,6 Donmac Drive,Toronto,ON,4 bed,3 bath,2500-3000 sqft
1808,699900,125-42 Pinery Trail,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1809,1750000,240 Burnhamthorpe Road,Toronto,ON,4 bed,3 bath,
1810,3630000,22 Cottingham Road,Toronto,ON,4+1 bed,6 bath,2500-3000 sqft
1811,649000,704-284 Bloor Street W,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1812,1299000,15 Hayward Crescent,Toronto,ON,3+1 bed,3 bath,1500-2000 sqft
1813,859000,1307-56 Forest Manor Road,Toronto,ON,2 bed,2 bath,700-799 sqft
1814,999000,35 Rowallan Drive,Toronto,ON,4 bed,3 bath,
1815,549000,402-255 Village Green Square,Toronto,ON,2 bed,1 bath,700-799 sqft
1816,688000,2102-30 Greenfield Avenue,Toronto,ON,1+2 bed,2 bath,900-999 sqft
1817,2995000,512-6 Jackes Avenue,Toronto,ON,2+1 bed,3 bath,1800-1999 sqft
1818,1899000,457 Roncesvalles Avenue,Toronto,ON,Store W/apt/office,1730 sqft,
1819,1499900,174 Redgrave Drive,Toronto,ON,4 bed,3 bath,2000-2500 sqft
1820,1298000,603-449 Walmer Road,Toronto,ON,2 bed,2 bath,1400-1599 sqft
1821,1150000,903-33 University Avenue,Toronto,ON,2+1 bed,2 bath,1400-1599 sqft
1822,549999,315-630 Greenwood Avenue,Toronto,ON,1 bed,1 bath,500-599 sqft
1823,888000,81 Puma Drive,Toronto,ON,3 bed,4 bath,
1824,799000,610-8 Telegram Mews,Toronto,ON,2+1 bed,2 bath,700-799 sqft
1825,999000,79 Withycombe Crescent,Toronto,ON,3 bed,2 bath,1500-2000 sqft
1826,1788000,282 George Street,Toronto,ON,8 bed,4 bath,2001 to 3000 sqft
1827,2899999,308-88 Davenport Road,Toronto,ON,2 bed,2 bath,1600-1799 sqft
1828,2585000,62 Clissold Road,Toronto,ON,4+2 bed,5 bath,2500-3000 sqft
1829,1065000,202-75 The Esplanade ,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1830,1499900,437 Kingston Road,Toronto,ON,7+1 bed,5 bath,2500-3000 sqft
1831,759900,1701-426 University Avenue,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1832,1599000,659 Brock Avenue,Toronto,ON,4+2 bed,2 bath,
1833,2499550,216 Delta Street,Toronto,ON,3 bed,4 bath,2000-2500 sqft
1834,1399900,7 Lagos Road,Toronto,ON,3+2 bed,3 bath,1500-2000 sqft
1835,2088000,1201-1132 Bay Street,Toronto,ON,2+1 bed,3 bath,2000-2249 sqft
1836,1349000,21 Prestbury Street,Toronto,ON,3+2 bed,2 bath,
1837,1099000,18 Loire Court,Toronto,ON,3+1 bed,3 bath,
1838,738888,502-5180 Yonge Street,Toronto,ON,1 bed,1 bath,0-499 sqft
1839,839000,135-38 Grand Magazine Street,Toronto,ON,2 bed,1 bath,700-799 sqft
1840,950000,4302-75 Queens Wharf Road,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1841,1299000,12 Robertsfield Crescent,Toronto,ON,2+2 bed,2 bath,
1842,1298000,807-1 Bloor Street E,Toronto,ON,2 bed,2 bath,800-899 sqft
1843,599000,808-41 Markbrook Lane,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1844,1089000,2323-230 Queens Quay W,Toronto,ON,2 bed,2 bath,900-999 sqft
1845,738000,3706-8 Eglinton Avenue E,Toronto,ON,1 bed,1 bath,500-599 sqft
1846,699000,410-1818 Bayview Avenue,Toronto,ON,1 bed,2 bath,800-899 sqft
1847,659999,1512-10 Markbrook Lane,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1848,469900,2550 Bathurst Street,Toronto,ON,1 bed,1 bath,715 sqft
1849,7995000,300-468 Wellington Street W,Toronto,ON,3+1 bed,3 bath,4750-4999 sqft
1850,755000,403-39 Brant Street,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1851,2159000,100 Catalina Drive,Toronto,ON,4+1 bed,4 bath,
1852,718888,604-365 Church Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1853,979900,927-111 St Clair Avenue W,Toronto,ON,1+1 bed,2 bath,900-999 sqft
1854,1149000,5 Tinton Crescent,Toronto,ON,3+1 bed,2 bath,
1855,4100000,28 Fraserwood Avenue,Toronto,ON,Apts-6 To 12 Units,5000 sqft,
1856,519900,1407-330 Dixon Road,Toronto,ON,3 bed,2 bath,1000-1199 sqft
1857,1828000,39 Glenborough Park Crescent,Toronto,ON,2+1 bed,3 bath,
1858,699900,1502-1461 Lawrence Avenue W,Toronto,ON,2 bed,2 bath,700-799 sqft
1859,629900,711-55 Ontario Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1860,1249000,PH40-250 Wellington Street W,Toronto,ON,2 bed,2 bath,1400-1599 sqft
1861,1099900,609-55 Ontario Street,Toronto,ON,2 bed,2 bath,900-999 sqft
1862,675000,604-60 George Butchart Drive,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1863,684900,441-33 Mill Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1864,589900,1610-55 Regent Park Boulevard,Toronto,ON,1 bed,1 bath,0-499 sqft
1865,499900,1502-5 Vicora Link Way,Toronto,ON,2 bed,1 bath,900-999 sqft
1866,1399900,76 Ypres Road,Toronto,ON,3 bed,4 bath,1500-2000 sqft
1867,799900,1208-18 Hollywood Avenue,Toronto,ON,2+1 bed,2 bath,1200-1399 sqft
1868,1298000,421 Maple Leaf Drive,Toronto,ON,3 bed,2 bath,
1869,4950000,11 Benedict Road,Toronto,ON,4+2 bed,7 bath,5000+ sqft
1870,1200000,346-8 Telegram Mews S,Toronto,ON,2+1 bed,2 bath,900-999 sqft
1871,1350000,306-63 St Clair Avenue W,Toronto,ON,2 bed,2 bath,1200-1399 sqft
1872,1088000,15 Charlemont Crescent,Toronto,ON,3+2 bed,3 bath,
1873,999999,502-19 Grand Trunk Crescent,Toronto,ON,2 bed,2 bath,900-999 sqft
1874,850000,902-45 Carlton Street,Toronto,ON,2+2 bed,2 bath,1200-1399 sqft
1875,778000,409-270 Wellington Street W,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1876,550000,506-715 Don Mills Road,Toronto,ON,2+1 bed,1 bath,800-899 sqft
1877,1219000,16 Helmsdale Crescent,Toronto,ON,3+2 bed,2 bath,
1878,15850000,139 Dunvegan Road,Toronto,ON,4+1 bed,8 bath,5000+ sqft
1879,899000,704-4208 Dundas Street W,Toronto,ON,2 bed,2 bath,900-999 sqft
1880,949000,211-2855 Bloor Street W,Toronto,ON,1+1 bed,2 bath,900-999 sqft
1881,1499000,22 Stanwell Drive,Toronto,ON,3+1 bed,3 bath,
1882,2575000,302-1700 Avenue Road,Toronto,ON,2 bed,3 bath,1800-1999 sqft
1883,1728800,2901-199 Richmond Street W,Toronto,ON,2+1 bed,2 bath,1200-1399 sqft
1884,1345999,236 Dewhurst Boulevard N,Toronto,ON,3+1 bed,2 bath,
1885,2079000,210 Woodville Avenue,Toronto,ON,3+1 bed,4 bath,
1886,1924800,1-455 Dovercourt Road,Toronto,ON,3 bed,3 bath,1400-1599 sqft
1887,1548000,65 Aileen Avenue,Toronto,ON,3+1 bed,5 bath,
1888,1399900,90 Gainsborough Road,Toronto,ON,4 bed,2 bath,2500-3000 sqft
1889,999900,717 Pharmacy Avenue,Toronto,ON,4 bed,2 bath,
1890,525000,1904-40 Homewood Avenue,Toronto,ON,1 bed,1 bath,700-799 sqft
1891,968000,27-13 Eaton Park Lane,Toronto,ON,2+1 bed,3 bath,1200-1399 sqft
1892,699000,505-23 Rean Drive,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1893,7180000,78 Bannatyne Drive,Toronto,ON,4+1 bed,7 bath,
1894,379000,505-3 Marine Parade Drive W,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1895,2850000,4501-224 King Street W,Toronto,ON,3 bed,3 bath,1800-1999 sqft
1896,1449999,99 Lippincott Street,Toronto,ON,3+2 bed,2 bath,
1897,875000,3005-14 York Street,Toronto,ON,2+1 bed,2 bath,700-799 sqft
1898,1999900,61 Rusholme Park Crescent,Toronto,ON,4+2 bed,4 bath,2000-2500 sqft
1899,549000,1510-451 The West Mall ,Toronto,ON,1 bed,1 bath,800-899 sqft
1900,599900,5104-70 Temperance Street,Toronto,ON,– bed,1 bath,0-499 sqft
1901,699999,6-173 William Duncan Road,Toronto,ON,2+1 bed,1 bath,700-799 sqft
1902,669000,1203-100 Canyon Avenue,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1903,1290000,PH06A-30 Shore Breeze Drive,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1904,699900,1207-8 Mercer Street,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1905,2080000,167 Randolph Road,Toronto,ON,1+1 bed,2 bath,
1906,6395000,17 Ravenhill Road,Toronto,ON,5+2 bed,5 bath,3500-5000 sqft
1907,2298000,105 Churchill Avenue,Toronto,ON,3+2 bed,2 bath,
1908,928000,2107-3 Rean Drive,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1909,1099000,10 Criscoe Street,Toronto,ON,3+1 bed,2 bath,
1910,1099000,63 Darby Court,Toronto,ON,5+1 bed,4 bath,
1911,689900,903-11 St Joseph Street,Toronto,ON,1 bed,1 bath,600-699 sqft
1912,1100000,603-403 Church Street,Toronto,ON,2 bed,2 bath,800-899 sqft
1913,1069000,1009-1080 Bay Street,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1914,938000,1110-501 Adelaide Street W,Toronto,ON,2 bed,2 bath,600-699 sqft
1915,1485000,273 Eglinton Avenue E,Toronto,ON,3 bed,3 bath,1100-1500 sqft
1916,1099000,838 Sammon Avenue,Toronto,ON,3+1 bed,4 bath,
1917,1799000,1 Sudbury Hall Drive,Toronto,ON,3+3 bed,4 bath,1500-2000 sqft
1918,1188000,18 Castle Hill Drive,Toronto,ON,3+3 bed,3 bath,
1919,3398000,3 Lawnview Drive,Toronto,ON,4+1 bed,5 bath,
1920,2599000,171 South Kingsway Avenue,Toronto,ON,4 bed,4 bath,
1921,1029000,628 Vaughan Road,Toronto,ON,Store W/apt/office,1000 sqft,
1922,1890000,2213-2285 Lake Shore Boulevard W,Toronto,ON,2 bed,3 bath,1400-1599 sqft
1923,2299000,562 Deloraine Avenue,Toronto,ON,4+1 bed,4 bath,2000-2500 sqft
1924,3950000,345 Gladstone Avenue,Toronto,ON,7 bed,6 bath,
1925,1580000,33 Lawlor Avenue,Toronto,ON,3+2 bed,3 bath,
1926,2995000,825 Shaw Street,Toronto,ON,3+2 bed,4 bath,2000-2500 sqft
1927,699000,4814-70 Temperance Street,Toronto,ON,1 bed,1 bath,0-499 sqft
1928,1299000,177 Jeffcoat Drive,Toronto,ON,3 bed,2 bath,
1929,8750000,118 Mildenhall Road,Toronto,ON,4+1 bed,6 bath,5000+ sqft
1930,750000,2712-225 Sumach Street,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1931,3499000,169 Norton Avenue,Toronto,ON,4+2 bed,5 bath,
1932,999900,519 Runnymede Road,Toronto,ON,3+1 bed,3 bath,
1933,2100000,82 Queensbury Avenue,Toronto,ON,3 bed,4 bath,
1934,1450000,73 Thornbeck Drive,Toronto,ON,3+2 bed,2 bath,
1935,1654000,124 Alexis Boulevard,Toronto,ON,3+3 bed,3 bath,1100-1500 sqft
1936,1099995,3 Jasmine Road,Toronto,ON,3+3 bed,3 bath,1500-2000 sqft
1937,748800,703-219 Fort York Boulevard,Toronto,ON,2 bed,2 bath,800-899 sqft
1938,1799900,80 Long Branch Avenue,Toronto,ON,5+1 bed,3 bath,2000-2500 sqft
1939,1500000,1415-39 Annie Craig Drive,Toronto,ON,2+1 bed,2 bath,1000-1199 sqft
1940,539900,318-60 George Butchart Drive,Toronto,ON,1 bed,1 bath,500-599 sqft
1941,549900,904-50 George Butchart Drive,Toronto,ON,1 bed,1 bath,500-599 sqft
1942,699900,607-117 Mcmahon Drive,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1943,2330000,610-455 Wellington Street W,Toronto,ON,2 bed,3 bath,1400-1599 sqft
1944,2988000,365 Greenfield Avenue,Toronto,ON,6+2 bed,5 bath,3500-5000 sqft
1945,774900,427-77 Maitland Place,Toronto,ON,2 bed,2 bath,900-999 sqft
1946,1298000,2-1255 Bridletown Circle,Toronto,ON,4 bed,4 bath,1500-2000 sqft
1947,1875000,2413-470 Front Street W,Toronto,ON,3 bed,3 bath,1200-1399 sqft
1948,749900,N1708-6 Sonic Way,Toronto,ON,2 bed,2 bath,600-699 sqft
1949,899000,202-70 Elmsthorpe Avenue,Toronto,ON,2 bed,2 bath,1200-1399 sqft
1950,999900,23 Fairbank Avenue,Toronto,ON,2 bed,2 bath,
1951,10950000,1169 Danforth Avenue,Toronto,ON,9+9 bed,9 bath,5000+ sqft
1952,1498000,1502-80 Cumberland Street,Toronto,ON,2 bed,3 bath,1000-1199 sqft
1953,1499000,1206-85 Skymark Drive,Toronto,ON,2+1 bed,3 bath,2250-2499 sqft
1954,3788000,452 Ruth Avenue,Toronto,ON,4+1 bed,6 bath,
1955,799000,276 Sprucewood Court,Toronto,ON,3+1 bed,2 bath,1200-1399 sqft
1956,1699000,605-899 College Street,Toronto,ON,3 bed,3 bath,1400-1599 sqft
1957,3249900,328 Glen Road,Toronto,ON,3+1 bed,4 bath,
1958,1749900,117 Dunsfold Drive,Toronto,ON,6+2 bed,5 bath,
1959,1588800,11 Shellamwood Trail,Toronto,ON,4 bed,3 bath,
1960,2000000,770 Morrish Road,Toronto,ON,4+2 bed,3 bath,
1961,1088000,711-5 Northtown Way,Toronto,ON,2 bed,2 bath,900-999 sqft
1962,2999000,1401 Military Trail,Toronto,ON,5+4 bed,7 bath,
1963,2749000,444 Douglas Avenue,Toronto,ON,4+1 bed,4 bath,
1964,4749990,316-260 High Park Avenue,Toronto,ON,2+1 bed,4 bath,3000-3249 sqft
1965,1155000,2476 St Clair Avenue W,Toronto,ON,2+1 bed,3 bath,
1966,1649990,113-260 High Park Avenue,Toronto,ON,1+1 bed,2 bath,900-999 sqft
1967,839000,4210-197 Yonge Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
1968,2305000,404-1700 Avenue Road,Toronto,ON,2 bed,3 bath,1600-1799 sqft
1969,699000,213-80 Western Battery Road,Toronto,ON,1+1 bed,2 bath,700-799 sqft
1970,999999,17 Day Avenue,Toronto,ON,3 bed,2 bath,
1971,3395000,1507-110 Bloor Street W,Toronto,ON,3 bed,3 bath,2500-2749 sqft
1972,1888000,5716-386 Yonge Street,Toronto,ON,3+1 bed,3 bath,1400-1599 sqft
1973,739000,803-390 Cherry Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1974,715000,219-50 Lynn Williams Street,Toronto,ON,1+1 bed,1 bath,700-799 sqft
1975,999000,5 Benhur Crescent,Toronto,ON,3 bed,2 bath,
1976,2798000,301-993 Queen Street W,Toronto,ON,2+1 bed,2 bath,1800-1999 sqft
1977,25000,8-890 Sheppard Avenue W,Toronto,ON,– bed,– bath,
1978,2249900,111 Glendora Avenue,Toronto,ON,3+1 bed,3 bath,
1979,599000,3606-121 Mcmahon Drive,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1980,1650000,14 Westwynd Court,Toronto,ON,5+1 bed,4 bath,2500-3000 sqft
1981,778888,5707-8 Eglinton Avenue E,Toronto,ON,1+1 bed,1 bath,500-599 sqft
1982,2248000,168 Essex Street,Toronto,ON,4+2 bed,4 bath,
1983,830000,4506-87 Peter Street,Toronto,ON,1 bed,1 bath,500-599 sqft
1984,699000,07-40 Orchid Place,Toronto,ON,2 bed,2 bath,1000-1199 sqft
1985,780000,2010-153 Beecroft Road,Toronto,ON,2 bed,1 bath,700-799 sqft
1986,7280000,16 Ardmore Road,Toronto,ON,4 bed,7 bath,
1987,2699000,3 Faircrest Circle,Toronto,ON,3 bed,2 bath,
1988,788800,3512-30 Shore Breeze Drive,Toronto,ON,2 bed,1 bath,600-699 sqft
1989,1799000,64 Queen's Drive,Toronto,ON,7+1 bed,4 bath,
1990,1988000,6106-1 Bloor Street E,Toronto,ON,2+1 bed,3 bath,1000-1199 sqft
1991,1038000,316-60 Shuter Street,Toronto,ON,1+2 bed,3 bath,900-999 sqft
1992,599000,805-420 Mill Road,Toronto,ON,2 bed,1 bath,1000-1199 sqft
1993,2695000,356 Euclid Avenue,Toronto,ON,4 bed,2 bath,
1994,1199999,2203-10 York Street,Toronto,ON,2 bed,2 bath,800-899 sqft
1995,550000,514-75 Emmett Avenue,Toronto,ON,2+1 bed,2 bath,1200-1399 sqft
1996,3695000,33 Lonsdale Road,Toronto,ON,4 bed,5 bath,2500-3000 sqft
1997,889900,806-38 Iannuzzi Street,Toronto,ON,2 bed,2 bath,900-999 sqft
1998,1199000,527-36 Stadium Road,Toronto,ON,2 bed,2 bath,1200-1399 sqft
1999,6800000,35 Rollscourt Drive,Toronto,ON,5+2 bed,8 bath,5000+ sqft
2000,699000,1605-181 Huron Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2001,13850000,84 Crescent Road,Toronto,ON,4+1 bed,5 bath,5000+ sqft
2002,699900,105 The Queensway ,Toronto,ON,1 bed,1 bath,754 sqft
2003,588000,128-38 Hollywood Avenue,Toronto,ON,1 bed,1 bath,600-699 sqft
2004,3995000,201 Westminster Avenue,Toronto,ON,4+2 bed,4 bath,3000-3500 sqft
2005,1499900,278 Wilmington Avenue,Toronto,ON,4+1 bed,3 bath,2000-2500 sqft
2006,1149000,477 Jane Street,Toronto,ON,3+1 bed,2 bath,
2007,599900,119-5225 Finch Avenue E,Toronto,ON,2 bed,1 bath,700-799 sqft
2008,1499999,TH#1-62 Dan Leckie Way,Toronto,ON,3+1 bed,3 bath,1400-1599 sqft
2009,949900,3406-181 Wynford Drive,Toronto,ON,2 bed,3 bath,1200-1399 sqft
2010,4495000,567 Woburn Avenue,Toronto,ON,4+1 bed,6 bath,
2011,699900,2816-105 The Queensway ,Toronto,ON,1+1 bed,1 bath,700-799 sqft
2012,15000,P4-196-15 Northtown Way,Toronto,ON,– bed,– bath,
2013,1688000,73 Hocken Avenue,Toronto,ON,2+1 bed,1 bath,3000-3500 sqft
2014,2895000,149 Woburn Avenue,Toronto,ON,4 bed,3 bath,
2015,38888,P3-63-800 Lawrence Avenue W,Toronto,ON,– bed,– bath,
2016,75000,250 Wellington Street W,Toronto,ON,– bed,– bath,
2017,838000,813-77 Shuter Street,Toronto,ON,1+1 bed,2 bath,600-699 sqft
2018,580000,1911-251 Manitoba Street,Toronto,ON,1 bed,1 bath,500-599 sqft
2019,1489000,382 Maple Leaf Drive,Toronto,ON,3 bed,2 bath,
2020,1689000,374 Joicey Boulevard,Toronto,ON,2 bed,2 bath,1500-2000 sqft
2021,649998,1213-150 Sudbury Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2022,1699900,147 Kennard Avenue,Toronto,ON,3+1 bed,3 bath,
2023,7480000,1 Oakley Place,Toronto,ON,5+1 bed,8 bath,
2024,699900,1921-181 Village Green Square,Toronto,ON,2 bed,2 bath,700-799 sqft
2025,549000,1003S-117 Broadway Avenue W,Toronto,ON,– bed,1 bath,0-499 sqft
2026,4198800,1 Waring Court,Toronto,ON,4+1 bed,7 bath,3500-5000 sqft
2027,799000,104-135 Antibes Drive,Toronto,ON,2 bed,2 bath,1800-1999 sqft
2028,1590000,258 Park Home Avenue,Toronto,ON,6+1 bed,6 bath,
2029,2000000,5 Charlton Boulevard,Toronto,ON,4+2 bed,3 bath,3000-3500 sqft
2030,3299900,170 Cummer Avenue,Toronto,ON,4 bed,5 bath,3500-5000 sqft
2031,1580000,36 Pebblehill Square,Toronto,ON,4 bed,6 bath,
2032,1888000,447 Longmore Street,Toronto,ON,3+1 bed,3 bath,
2033,1699000,469 Roxton Road,Toronto,ON,4 bed,2 bath,2000-2500 sqft
2034,609900,38 Dennis Avenue,Toronto,ON,– bed,– bath,
2035,2288000,7 Bracebridge Avenue,Toronto,ON,2+1 bed,2 bath,
2036,1799000,148 Essex Street,Toronto,ON,5 bed,3 bath,
2037,1198800,URG02-7 Lorraine Drive,Toronto,ON,3+1 bed,2 bath,1000-1199 sqft
2038,949000,256 Gowan Avenue,Toronto,ON,3 bed,1 bath,
2039,698000,306-633 Bay Street,Toronto,ON,1 bed,1 bath,600-699 sqft
2040,615000,1603-170 Fort York Boulevard,Toronto,ON,1 bed,1 bath,500-599 sqft
2041,589900,1002-121 Mcmahon Drive,Toronto,ON,1+1 bed,1 bath,500-599 sqft
2042,2699900,12 Stornoway Court,Toronto,ON,4+2 bed,5 bath,3500-5000 sqft
2043,799000,416-103 The Queensway ,Toronto,ON,2 bed,1 bath,501 to 1000 sqft
2044,7995000,401-1 Post Road,Toronto,ON,2 bed,3 bath,3500-3749 sqft
2045,799000,416-103 The Queensway Avenue,Toronto,ON,2 bed,1 bath,700-799 sqft
2046,899000,5204-2787 Eglinton Avenue E,Toronto,ON,2 bed,3 bath,1000-1199 sqft
2047,999000,322-1 Bloor Street E,Toronto,ON,2 bed,2 bath,700-799 sqft
2048,2298000,18 Arran Crescent,Toronto,ON,4+2 bed,4 bath,
2049,840000,2307-170 Sumach Street,Toronto,ON,2 bed,2 bath,700-799 sqft
2050,688000,618-591 Sheppard Avenue E,Toronto,ON,1+1 bed,2 bath,600-699 sqft
2051,799900,1111-33 Charles Street E,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2052,704999,497 Westmount Avenue,Toronto,ON,– bed,– bath,
2053,46000,35 Merton Street,Toronto,ON,– bed,– bath,
2054,988000,62 Croft Street,Toronto,ON,– bed,– bath,
2055,649900,509-1328 Birchmount Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2056,769000,1118-330 Richmond Street W,Toronto,ON,1 bed,1 bath,600-699 sqft
2057,999000,18 Harbour Street,Toronto,ON,2 bed,2 bath,943 sqft
2058,849000,PH5-55 Lorindale Avenue,Toronto,ON,2 bed,2 bath,800-899 sqft
2059,999000,2302-18 Harbour Street,Toronto,ON,2+1 bed,2 bath,900-999 sqft
2060,724900,1006-36 Park Lawn Road,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2061,2650000,7206-1 Bloor Street E,Toronto,ON,2+1 bed,3 bath,1400-1599 sqft
2062,2199900,139 Homewood Avenue,Toronto,ON,3 bed,2 bath,
2063,3555000,922-155 Merchants' Wharf ,Toronto,ON,2+1 bed,3 bath,2250-2499 sqft
2064,1475000,503-575 Bloor Street E,Toronto,ON,2+1 bed,3 bath,1200-1399 sqft
2065,1865000,325-585 Bloor Street E,Toronto,ON,2 bed,3 bath,1600-1799 sqft
2066,4295000,PH3-455 Wellington Street W,Toronto,ON,3+1 bed,4 bath,2500-2749 sqft
2067,928000,1115-60 Shuter Street,Toronto,ON,1+1 bed,1 bath,600-699 sqft
2068,4105000,701-1700 Avenue Road,Toronto,ON,2+1 bed,3 bath,2500-2749 sqft
2069,2150000,376 George Street,Toronto,ON,4+1 bed,5 bath,
2070,1479000,917-629 King Street,Toronto,ON,2+1 bed,3 bath,1200-1399 sqft
2071,1248800,43 Mack Avenue,Toronto,ON,3+2 bed,3 bath,
2072,598800,2015-181 Village Green Square,Toronto,ON,2+1 bed,2 bath,800-899 sqft
2073,728000,2508-70 Temperance Street,Toronto,ON,1+1 bed,1 bath,500-599 sqft
2074,1399000,232-55 Merchants' Wharf ,Toronto,ON,2 bed,2 bath,1000-1199 sqft
2075,1888000,130 Francine Drive,Toronto,ON,4+2 bed,4 bath,
2076,5280000,136 Yorkminster Road,Toronto,ON,5+1 bed,7 bath,
2077,1998800,125 Estelle Avenue,Toronto,ON,4+1 bed,3 bath,
2078,999990,209-1400 Kingston Road,Toronto,ON,2 bed,2 bath,1000-1199 sqft
2079,974990,103-1400 Kingston Road,Toronto,ON,2 bed,2 bath,1000-1199 sqft
2080,799990,506-1400 Kingston Road,Toronto,ON,1+1 bed,2 bath,700-799 sqft
2081,799880,36-2059 Weston Road,Toronto,ON,4 bed,3 bath,1200-1399 sqft
2082,549000,1008-38 Joe Shuster Way,Toronto,ON,1 bed,1 bath,0-499 sqft
2083,1849000,PH05-185 Roehampton Avenue,Toronto,ON,3 bed,2 bath,1400-1599 sqft
2084,579900,325-22 Leader Lane,Toronto,ON,1 bed,1 bath,0-499 sqft
2085,1079000,1084 Pape Avenue,Toronto,ON,3 bed,3 bath,
2086,2798000,223 High Park Avenue,Toronto,ON,6+2 bed,4 bath,3500-5000 sqft
2087,675000,502-60 George Butchart Drive,Toronto,ON,2 bed,2 bath,600-699 sqft
